itemID,X846,X311,X94,X276,X222,X450,X59,X7,X378,X712,X864,X293,X618,X303,X308,X682,X429,X95,X194,X796,user_405_rating
99,4,5,3,4,3,4,4,5,4,4,3,3,3,4,4,0,3,4,3,3,5
579,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1
441,4,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,1
436,4,3,5,4,4,0,5,5,4,0,0,3,0,4,4,0,4,5,0,0,1
139,2,0,0,4,0,5,0,3,0,0,0,3,0,3,3,0,0,4,0,0,3
434,0,0,0,0,0,3,4,4,0,0,0,0,0,0,4,0,0,0,0,4,3
1435,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,4,3,4,4,0,4,5,5,4,0,4,4,4,4,3,3,4,3,3,2,4
1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,2,0,3,0,2,4,2,3,0,3,0,0,1,4,0,0,4,2,3,0,4
1217,0,3,3,0,0,0,0,0,0,0,3,1,0,1,0,3,2,3,0,3,3
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,4,3,1,2,0,0,0,0,2,0,3,1,3,2,0,4,0,2,2,4,1
373,3,0,0,2,3,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,3,5,2,4,4,4,4,3,3,3,2,2,0,3,4,0,2,0,1,5,2
395,0,0,0,2,1,3,0,0,0,4,0,0,0,2,0,3,0,3,0,0,3
87,4,0,0,0,3,5,4,0,4,0,5,4,3,3,4,5,3,0,4,5,1
1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
451,4,3,4,3,3,4,5,5,4,5,4,3,0,5,0,3,0,3,2,5,5
621,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
470,5,3,4,3,3,5,3,3,3,0,4,0,3,4,0,5,5,0,3,0,1
1107,4,0,0,0,0,4,4,0,3,0,0,0,0,0,0,2,0,0,3,0,1
664,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,1
1045,3,0,4,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,3
1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
504,5,4,5,0,0,5,5,5,0,0,0,4,0,0,4,0,3,0,2,0,2
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,2,0,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,3
781,0,2,0,0,3,4,4,0,0,4,3,2,3,0,0,2,0,2,0,4,5
542,3,0,0,0,2,0,0,4,4,4,4,0,0,2,0,2,0,2,3,3,1
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,0,4,3,4,0,0,2,0,4,3,2,3,0,3,3,2,0,5,1
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
357,4,5,5,5,4,5,5,5,0,0,5,4,0,5,4,3,5,4,4,4,5
1074,3,0,2,3,3,0,4,0,3,3,0,0,0,0,3,4,3,0,0,1,3
1253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,3,4,0,0,5,4,5,5,0,0,0,3,2,0,3,0,0,0,4,0,4
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1
645,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
768,4,2,3,3,2,0,0,0,4,5,3,0,0,0,0,0,3,1,0,2,3
216,4,5,3,0,4,5,4,4,4,0,4,4,3,5,3,4,4,5,3,5,2
1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,2,3,3,3,0,3,3,0,4,1,0,2,0,2,0,0,2,3,4
940,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
765,0,0,3,3,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,3,1
383,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
288,4,0,3,4,4,3,5,4,3,0,5,3,3,4,4,4,3,0,0,0,5
584,0,3,4,0,0,5,4,4,0,4,0,0,0,0,4,0,4,0,0,0,1
654,5,3,5,0,3,4,4,5,0,0,0,5,0,5,5,4,4,0,2,0,2
381,4,0,4,0,0,2,5,0,4,0,0,0,0,4,0,0,3,4,0,3,1
141,4,4,0,4,0,3,4,5,3,3,0,0,0,3,3,0,3,4,0,0,2
1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,4,4,2,3,4,4,0,0,3,5,3,2,4,0,4,3,2,0,3,5,5
432,3,4,4,5,3,4,4,4,4,4,2,5,5,3,4,0,4,3,4,2,3
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1540,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
697,5,0,0,2,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,1
401,5,0,4,3,2,3,0,4,4,3,4,1,0,3,0,1,0,0,0,3,1
95,3,0,0,5,4,3,2,0,4,4,5,0,3,5,4,5,3,3,3,4,3
581,4,3,4,4,0,0,5,5,0,0,0,0,0,0,4,2,2,0,0,0,3
1101,3,0,3,0,0,0,5,0,3,0,4,3,0,0,0,0,5,2,0,5,3
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
669,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,5,3,4,5,0,4,0,4,0,0,0,5,5,0,5,3,3,0,5,0,5
44,1,3,0,3,3,3,4,5,3,0,4,0,4,4,4,0,3,0,4,0,1
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
904,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
796,1,3,0,1,4,0,0,0,2,4,0,0,0,0,0,0,3,0,0,4,3
625,0,0,4,0,0,0,3,3,0,3,4,0,4,0,0,3,3,4,3,0,3
1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
82,2,5,4,4,4,3,5,3,4,5,5,4,4,4,4,4,4,3,2,3,4
1311,2,0,0,0,0,4,0,0,4,0,0,3,0,0,0,3,0,0,0,0,1
1208,0,0,0,3,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1
1078,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520,5,5,0,0,0,5,0,5,0,0,0,0,0,0,4,4,3,4,5,3,2
1118,5,0,4,4,0,0,2,0,0,0,0,0,0,3,4,3,4,0,0,0,1
1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1037,0,0,0,0,0,2,0,0,2,4,0,0,0,3,0,0,0,0,0,2,3
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
149,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,2
176,4,4,4,5,4,4,5,3,4,0,5,4,4,5,4,4,3,3,0,5,1
575,2,0,0,2,3,0,0,3,3,3,0,0,0,4,0,0,0,0,1,0,5
1249,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
972,0,0,0,0,2,0,4,0,4,0,2,0,0,0,0,0,4,0,0,0,1
1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
523,4,5,0,4,0,5,4,4,0,0,4,0,0,0,4,0,0,4,5,0,2
1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,4,0,0,0,0,5,4,3,5,0,0,0,0,0,0,0,0,0,0,4,3
674,4,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,2,0,1
231,2,4,0,3,2,3,0,3,3,0,3,0,0,4,3,1,2,0,0,3,3
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
723,2,4,3,0,3,3,0,0,3,0,0,0,3,0,0,1,0,0,0,0,1
737,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,1
1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
715,4,2,4,3,2,3,5,0,4,0,4,3,0,4,5,0,0,1,3,0,1
550,4,3,1,4,3,4,5,4,2,0,4,1,3,3,4,2,3,4,3,3,2
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
969,0,0,4,4,0,4,3,0,4,4,4,0,3,0,0,0,0,0,0,0,3
673,4,0,3,0,0,3,5,3,0,0,3,0,3,4,4,3,3,0,0,0,5
1063,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,5
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
946,0,4,3,0,2,0,1,0,0,4,0,0,0,0,0,4,0,3,3,0,2
1229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
375,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
772,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1
708,3,5,0,0,0,4,4,0,4,0,3,3,0,0,4,3,3,2,3,0,1
1400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
639,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
709,0,0,0,4,0,3,5,0,4,0,0,0,2,5,3,0,4,0,0,3,1
347,0,0,5,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
1221,3,4,3,3,0,5,0,0,3,4,0,0,2,0,0,3,0,4,0,0,1
418,0,4,3,4,2,4,2,4,3,3,3,0,3,4,0,0,3,0,0,4,5
419,5,3,3,5,2,5,2,3,4,3,4,3,4,4,4,3,4,4,2,5,4
233,5,4,3,3,2,3,0,0,2,0,0,2,3,4,3,2,3,4,0,4,1
1192,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1004,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,0,0,0,2,1,0,0,2,2,0,3,0,0,3,0,0,0,0,0,0,3
658,0,0,3,4,3,0,4,3,0,0,2,1,0,5,0,4,3,0,0,0,4
1018,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,1
849,3,3,0,0,4,0,0,0,0,0,0,2,0,3,0,2,0,0,0,4,1
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
1021,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,1
769,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1
779,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,3,1
303,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
517,0,0,0,0,0,0,5,0,3,0,0,0,0,5,4,0,0,0,3,2,3
580,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1
140,4,0,0,0,1,3,1,5,0,4,3,0,0,0,0,0,1,3,0,0,3
211,2,3,5,0,0,5,5,5,0,0,0,4,0,0,4,4,5,3,4,3,1
317,3,0,5,4,0,0,0,4,5,0,4,4,0,0,0,4,0,0,4,0,4
38,0,3,2,3,2,4,0,0,3,4,3,1,0,1,0,3,0,0,0,5,5
1531,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1
518,4,3,5,4,0,4,0,0,0,0,0,5,0,4,0,4,0,4,4,0,1
877,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
376,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,5
791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1006,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
856,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1
1267,3,0,0,4,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,1
679,3,4,4,3,2,1,4,5,0,0,0,2,1,2,4,0,4,2,2,4,1
788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1041,4,3,0,0,3,4,0,0,0,0,0,2,0,2,0,0,0,0,2,5,5
189,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,5,4,4,3,4,5,4,4,0,3,0,0,0,0,0,4,5,3,4,4,3
415,2,3,0,3,0,3,0,2,0,4,0,0,0,0,0,0,3,3,0,0,2
241,4,3,4,4,3,4,4,4,4,0,0,0,4,4,4,4,3,3,2,0,1
1058,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,1
1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,4,3,5,5,0,5,5,3,0,0,0,4,5,5,5,4,4,0,4,2,5
1069,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
794,5,4,0,2,0,5,0,0,0,4,3,0,0,0,0,0,3,0,0,4,5
1044,4,0,4,3,4,4,0,0,3,0,3,2,0,3,0,0,0,0,2,0,4
959,0,0,5,4,0,0,4,0,3,0,0,0,4,0,3,4,0,0,0,0,1
1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,0,0,0,1,3,0,0,4,3,0,0,0,0,3,0,0,0,2,1,3,1
623,1,2,0,0,2,0,0,3,3,4,3,0,0,0,0,3,0,3,1,3,1
775,0,3,0,0,0,4,0,0,3,0,1,0,0,0,0,1,0,0,0,2,1
567,0,0,0,3,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,2
212,5,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
793,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,3,5,5
429,2,0,0,5,0,0,4,5,0,0,0,4,0,0,4,0,0,0,0,4,5
188,3,4,4,4,3,3,4,5,0,0,3,3,0,0,0,4,4,3,4,2,1
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
734,0,0,0,1,2,2,0,0,3,4,3,0,0,1,0,0,0,0,0,0,2
1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
812,0,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
22,4,4,4,5,5,5,4,5,5,0,5,3,4,5,4,5,5,4,5,4,5
684,5,4,4,4,0,0,3,0,3,0,4,3,3,0,3,3,4,0,0,5,3
1111,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302,5,0,4,5,3,5,0,0,5,0,0,4,0,4,0,0,0,0,0,0,4
1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
341,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
774,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,0,0,0,3,0,0,0,0,0,0,2,3,0,3,4,3,4,0,0,0,4
49,0,0,4,0,3,5,0,0,3,3,3,3,3,2,3,3,0,3,0,3,1
555,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
228,5,5,4,4,5,4,4,4,0,3,5,3,0,4,0,4,2,4,1,5,1
1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,0,0,0,4,0,0,0,4,0,0,0,2,0,4,4,0,0,0,0,0,3
1412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
578,3,2,0,4,3,0,0,3,0,0,3,2,0,2,2,3,3,0,0,4,1
1469,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
464,2,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1
482,5,4,0,0,0,5,0,3,4,0,0,4,0,5,5,0,3,0,3,0,3
70,4,4,4,4,3,4,3,1,4,0,4,3,3,4,4,4,4,4,3,0,3
944,2,4,1,0,3,0,0,0,0,4,0,0,2,0,0,3,3,0,2,0,3
1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1182,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
806,3,0,4,4,4,0,0,0,4,0,0,0,0,0,4,3,2,0,0,0,1
1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
651,3,4,5,0,4,5,5,5,4,0,5,3,5,5,0,4,4,5,3,0,5
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
675,2,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,2,0,0,1
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
199,5,4,0,0,0,5,4,5,0,0,0,5,0,0,4,0,5,5,4,3,1
1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,3,4,5,4,0,4,5,5,3,0,0,0,0,0,5,0,4,0,0,0,1
722,0,0,2,0,3,5,0,0,3,3,2,0,0,2,0,4,0,0,0,3,1
1032,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1019,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1
511,5,4,0,0,0,5,5,5,0,0,4,0,0,0,5,0,5,4,4,4,2
660,3,4,0,0,0,4,4,5,4,4,4,2,3,0,3,2,0,5,3,5,2
1005,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
554,4,0,0,2,2,0,0,3,3,0,0,1,0,2,0,3,0,3,0,2,1
861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
655,3,4,4,4,4,4,5,5,4,5,4,3,4,5,4,5,3,4,5,3,5
1035,4,4,0,3,2,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,1
729,4,4,0,0,4,4,4,0,4,5,4,2,3,3,3,3,2,0,0,0,4
1219,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,5,3,3,3,0,0,4,5,0,0,4,0,0,4,0,2,2,0,2,0,1
1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,5,3,4,5,0,5,1,3,4,5,4,4,4,4,4,3,3,4,3,5,5
53,3,0,4,4,5,0,5,5,3,0,4,3,0,3,0,2,1,0,0,1,2
559,5,2,4,4,3,3,5,5,4,0,4,2,3,4,4,4,3,0,2,3,5
229,3,5,3,3,3,4,3,3,0,0,4,2,0,3,0,4,2,3,1,3,1
1139,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
